kabupaten/kota,kecamatan,sekolah,rombel,sekolah_id,npsn,bentuk_pendidikan,status_sekolah,akreditasi,guru_kelas,guru_matematika,guru_bahasa_indonesia,guru_bahasa_inggris,guru_sejarah_indonesia,guru_pkn,guru_penjaskes,guru_agama_budi_pekerti,guru_seni_budaya,ptk_laki,ptk_perempuan,pegawai_laki,pegawai_perempuan,pd_kelas_1_laki,pd_kelas_1_perempuan,pd_kelas_2_laki,pd_kelas_2_perempuan,pd_kelas_3_laki,pd_kelas_3_perempuan,pd_kelas_4_laki,pd_kelas_4_perempuan,pd_kelas_5_laki,pd_kelas_5_perempuan,pd_kelas_6_laki,pd_kelas_6_perempuan,pd_kelas_7_laki,pd_kelas_7_perempuan,pd_kelas_8_laki,pd_kelas_8_perempuan,pd_kelas_9_laki,pd_kelas_9_perempuan,pd_kelas_10_laki,pd_kelas_10_perempuan,pd_kelas_11_laki,pd_kelas_11_perempuan,pd_kelas_12_laki,pd_kelas_12_perempuan,pd_kelas_13_laki,pd_kelas_13_perempuan,jumlah_kirim,ptk,pegawai,pd,pd_laki,pd_perempuan,before_ruang_kelas,after_ruang_kelas,before_ruang_perpus,after_ruang_perpus,before_ruang_lab,after_ruang_lab,before_ruang_praktik,after_ruang_praktik,before_ruang_pimpinan,after_ruang_pimpinan,before_ruang_guru,after_ruang_guru,before_ruang_ibadah,after_ruang_ibadah,before_ruang_uks,after_ruang_uks,before_toilet,after_toilet,before_gudang,after_gudang,before_ruang_sirkulasi,after_ruang_sirkulasi,before_tempat_bermain_olahraga,after_tempat_bermain_olahraga,before_ruang_tu,after_ruang_tu,before_ruang_konseling,after_ruang_konseling,before_ruang_osis,after_ruang_osis,before_bangunan,after_bangunan,identitas_valid,ptk_valid,pd_valid,prasarana_valid,total_valid,semester_id,sumber_air,sumber_air_minum,kecukupan_air_bersih,jamban_kk,tipe_jamban,jml_hari_cuci_tangan,jml_wastafel,jml_wastafel_rusak,air_mengalir_wastafel,memiliki_drainase,menguras_tangki_septik
Kab. Sidoarjo,Kec. Tarik,SLB PUTRA MANDIRI,11,40D0D9F5-8B18-E111-8018-B78F1855A6F5,20501852,SLB,Swasta,B,10,0,1,0,0,0,0,2,0,0,10,1,2,0,1,0,0,2,2,2,2,0,0,1,0,3,1,2,1,5,1,2,3,1,0,2,3,0,0,6,10,3,36,22,14,11,11,1,1,0,0,0,0,1,1,1,1,0,0,1,1,4,4,1,1,0,0,1,1,0,0,2,2,0,0,13,13,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Tulangan,SLB AISYIYAH TULANGAN,12,5019D8F5-8B18-E111-A146-FD71E4F3EE14,20501894,SLB,Swasta,B,12,0,0,1,0,0,1,0,0,1,10,0,2,4,3,2,3,4,3,6,0,5,2,3,6,4,5,2,4,5,4,3,3,1,1,2,0,0,0,10,11,2,75,41,34,12,12,1,1,0,0,0,0,1,1,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Waru,SLB AL AZHAR,13,A0D4D8F5-8B18-E111-AD8D-2325A511CF01,20501876,SLB,Swasta,B,10,0,1,7,0,0,0,1,2,0,10,0,1,12,6,3,5,6,3,3,2,2,1,3,1,4,2,3,5,2,7,2,0,1,3,0,0,0,0,11,10,1,81,45,36,13,13,1,1,0,0,0,0,1,1,1,1,1,1,1,1,3,3,1,1,0,0,0,0,1,1,0,0,0,0,7,7,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Waru,SLB NUR RAHMAH,11,2FC337AB-114E-4032-B73A-21246FA1E53A,20501876,SLB,Swasta,C,11,3,2,5,0,2,4,6,3,0,11,0,1,1,2,1,0,4,3,4,3,4,1,3,0,3,2,2,1,0,0,3,2,2,0,2,1,0,0,8,11,1,44,29,15,4,4,0,0,0,0,0,0,1,1,1,1,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Waru,SLB PUTRA HARAPAN,19,1513B9E9-20F7-48BA-90FB-6FC71916FCD0,20501876,SLB,Swasta,B,11,1,1,0,0,1,1,11,0,2,19,0,1,5,0,0,1,7,2,5,1,8,0,5,3,6,3,6,4,1,1,4,0,2,1,3,0,0,0,11,21,1,76,60,16,14,14,1,1,0,0,0,0,1,1,1,1,1,1,0,0,2,2,1,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Sidoarjo,Kec. Wonoayu,SLB VETERAN,13,605CD8F5-8B18-E111-BE4B-19E1B0FC84AB,20539875,SLB,Swasta,B,12,2,6,2,0,5,0,0,2,1,12,0,0,3,1,2,1,2,0,3,3,3,2,6,3,7,1,3,2,7,3,9,2,3,2,5,4,0,0,6,13,0,78,54,24,6,6,1,1,0,0,0,0,1,1,1,1,0,0,1,1,3,3,1,1,0,0,0,0,0,0,1,1,0,0,2,2,,,,,,,,,,,,,,,,,
Kab. Situbondo,Kec. Arjasa,SLB AL QODIRI HAMDANA,8,5F472945-03C0-47C6-A4B6-031ACCB80D5D,69972682,SLB,Swasta,C,2,0,0,0,0,0,0,0,0,1,1,2,1,0,0,2,0,0,0,0,0,0,0,4,1,4,6,2,2,1,0,2,1,2,0,1,0,0,0,2,2,3,28,18,10,3,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Situbondo,Kec. Besuki,SLB NEGERI DEMUNG SITUBONDO,12,20C1BFB7-8C18-E111-96FE-4F665FA2031E,20523093,SLB,Negeri,B,12,0,0,0,0,0,0,0,0,3,9,2,2,1,2,5,1,5,1,5,1,2,2,3,0,6,3,3,4,3,5,4,1,2,7,4,3,0,0,13,12,4,73,43,30,11,11,1,1,0,0,0,0,1,1,1,1,1,1,1,1,3,3,0,0,0,0,0,0,1,1,0,0,0,0,5,5,,,,,,,,,,,,,,,,,
Kab. Situbondo,Kec. Situbondo,SLB DHARMA WANITA KAB. SITUBONDO,12,4F1DE78F-F7AF-40C3-ABA1-1987BE86DA44,70047799,SLB,Swasta,C,8,0,0,0,0,0,0,3,0,3,10,4,0,6,3,1,1,2,3,3,3,3,1,2,0,5,0,4,0,6,2,2,2,1,3,3,3,0,0,13,13,4,59,38,21,12,12,1,1,0,0,0,0,1,1,1,1,1,1,1,1,4,4,0,0,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Sumenep,Kec. Kota Sumenep,SLB CINTA ANANDA,14,D56A3D89-B8D7-4195-9760-44161B907B6C,69829538,SLB,Swasta,B,7,0,0,0,0,0,1,4,0,2,7,0,2,5,1,5,1,3,4,2,3,3,0,2,2,3,2,5,1,7,1,3,1,5,5,2,2,0,0,7,9,2,73,47,26,10,10,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,4,4,,,,,,,,,,,,,,,,,
Kab. Sumenep,Kec. Kota Sumenep,SLB DHARMA WANITA,11,40E34B7E-8D18-E111-86DF-C17827D6D5E0,69829538,SLB,Swasta,B,0,2,1,0,0,0,1,2,2,3,2,0,0,2,1,0,0,0,2,1,2,1,0,2,2,5,2,3,2,1,1,2,3,2,0,2,3,0,0,4,5,0,39,21,18,7,7,1,1,0,0,0,0,1,1,1,1,0,0,1,1,2,2,1,1,0,0,0,0,1,1,1,1,0,0,10,10,,,,,,,,,,,,,,,,,
Kab. Sumenep,Kec. Kota Sumenep,SLB YASMIN SUMENEP,4,E0B8B408-98FE-E111-B4FE-EFB9B82B9DEC,69829538,SLB,Swasta,B,0,1,1,0,0,0,0,0,0,1,3,1,0,7,3,9,1,11,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,1,40,30,10,7,7,0,0,0,0,0,0,1,1,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Sumenep,Kec. Saronggi,SLB NEGERI SARONGGI SUMENEP,13,00FF92E4-1DD6-E111-85C6-11712133E390,20551940,SLB,Negeri,B,11,0,0,0,0,0,1,2,0,8,7,3,1,4,0,7,4,2,1,10,4,9,5,5,2,5,3,2,2,1,2,3,3,7,9,0,3,0,0,3,15,4,93,55,38,6,6,1,1,0,0,0,0,1,1,1,1,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,,,,,,,,,,,,,,,,,
Kab. Trenggalek,Kec. Durenan,SLB NEGERI PANGGUNGSARI TRENGGALEK,24,C06EAABE-FBAA-E111-9C13-15E08D2C199A,20541923,SLB,Negeri,A,24,0,0,0,0,0,1,1,0,8,18,1,1,2,1,6,5,4,4,8,5,6,3,7,3,14,7,9,6,4,7,7,4,6,2,10,6,0,0,14,26,2,136,83,53,31,31,1,1,1,1,0,0,1,1,1,1,1,1,1,1,6,6,1,1,0,0,0,0,1,1,0,0,0,0,12,12,,,,,,,,,,,,,,,,,
Kab. Trenggalek,Kec. Kampak,SEKOLAH LUAR BIASA NEGERI KAMPAK,14,B20B68DF-3FF6-4F57-961F-7D54AC108935,69900711,SLB,Negeri,B,14,0,0,0,0,0,1,0,0,4,14,1,1,5,2,5,2,3,1,4,2,2,3,2,1,8,4,1,1,1,4,3,3,5,8,0,1,0,0,16,18,2,71,39,32,6,6,1,1,0,0,0,0,1,1,1,1,0,0,1,1,3,3,0,0,0,0,0,0,2,2,0,0,0,0,5,5,,,,,,,,,,,,,,,,,
Kab. Trenggalek,Kec. Trenggalek,SLB KEMALA BHAYANGKARI 1,21,209E08BA-8C18-E111-BF6C-AF6A90A5CDDD,20539003,SLB,Swasta,B,18,0,0,1,0,0,1,1,0,5,17,0,1,5,10,14,3,6,10,9,2,5,2,4,1,6,7,11,7,14,10,11,6,9,5,9,12,0,0,27,22,1,178,103,75,25,25,1,1,0,0,1,1,1,1,1,1,0,0,1,1,5,5,4,4,1,1,0,0,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,
Kab. Tuban,Kec. Merakurak,SLB SPECIAL SCHOOL SALSABILA,19,3AA6E720-C4C5-46F2-80E3-62E3E2291405,69964984,SLB,Swasta,C,8,0,1,1,0,0,0,0,0,3,7,1,3,4,0,1,3,6,1,5,2,3,6,4,3,4,4,3,1,2,0,3,2,2,1,3,0,0,0,5,10,4,67,42,25,9,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8,8,,,,,,,,,,,,,,,,,
Kab. Tuban,Kec. Tuban,"SLB A,B,D NEGERI TUBAN",26,70B685F4-8B18-E111-B89B-EDE4170E1D06,20505059,SLB,Negeri,B,8,0,0,2,0,0,1,2,0,3,13,1,1,1,0,3,2,3,1,4,3,2,3,1,5,3,7,1,5,4,4,1,0,4,1,11,3,0,0,5,16,2,76,39,37,8,8,1,1,1,1,0,0,1,1,1,1,0,0,1,1,2,2,0,0,0,0,0,0,1,1,1,1,0,0,9,9,,,,,,,,,,,,,,,,,
Kab. Tuban,Kec. Tuban,SLB AC JATI WIYATA DHARMA TUBAN,14,C097D7F5-8B18-E111-839A-850257FAD4F0,20505059,SLB,Negeri,B,6,0,0,0,0,0,0,0,0,1,4,1,1,8,7,5,0,6,2,8,5,8,3,6,4,8,3,9,1,2,0,5,1,9,6,8,2,0,0,3,5,2,126,88,38,7,7,1,1,0,0,0,0,0,0,1,1,1,0,1,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,
Kab. Tuban,Kec. Tuban,SLB C AUTIS NEGERI TUBAN,17,E0AC3DF1-8B18-E111-A0C7-9F3E79251734,20505059,SLB,Negeri,A,17,0,0,1,0,0,1,0,1,5,16,2,0,7,4,6,4,7,6,19,8,9,4,12,2,5,6,14,8,8,1,8,1,6,4,3,4,0,0,14,21,2,156,104,52,13,13,1,1,0,0,0,0,1,1,1,1,0,0,0,0,4,4,2,2,0,0,0,0,1,1,0,0,0,0,7,7,,,,,,,,,,,,,,,,,
Kab. Tuban,Kec. Tuban,SLBS B JATI WIYATA DHARMA TUBAN,16,30A3D6F5-8B18-E111-AA7D-FB9D258E2874,20505059,SLB,Negeri,B,6,0,0,0,0,0,0,0,1,2,3,0,2,0,1,1,0,0,3,1,3,2,2,1,2,3,5,2,0,1,1,3,5,2,1,0,2,0,0,4,5,2,43,17,26,6,4,0,1,1,0,0,0,0,1,1,1,1,1,1,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,2,6,,,,,,,,,,,,,,,,,
Kab. Tulungagung,Kec. Bandung,SLB PGRI BANDUNG,20,603290AE-8C18-E111-9261-BF677E310A29,20515467,SLB,Swasta,C,2,0,1,1,0,0,0,0,0,1,3,0,1,2,3,0,1,1,0,1,0,2,1,1,1,2,1,4,1,3,1,2,1,1,0,0,1,0,0,14,4,1,30,19,11,5,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Tulungagung,Kec. Boyolangu,SLB BINTARA B-C BOYOLANGU,11,10ADBC41-C8DC-47BC-8B42-165E7FAE17C1,69762646,SLB,Swasta,C,5,0,2,0,0,0,0,0,0,0,4,1,2,1,0,0,0,2,1,10,7,4,6,4,3,5,0,1,0,1,1,3,0,0,0,0,0,0,0,5,4,3,49,31,18,4,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Tulungagung,Kec. Campur Darat,SLB BINTARA GAMPING CAMPURDARAT,11,C0867EB5-8C18-E111-BCCE-37ABF80FEF58,20515761,SLB,Negeri,C,6,0,0,0,0,0,0,1,0,0,5,1,1,2,2,1,0,1,5,4,1,5,2,3,6,0,0,1,0,0,0,2,0,2,2,0,0,0,0,9,5,2,39,21,18,4,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,
Kab. Tulungagung,Kec. Campur Darat,SLB NEGERI CAMPURDARAT TULUNGAGUNG,23,300266BB-8C18-E111-A44F-6F4C53DC749D,20515761,SLB,Negeri,A,22,0,0,0,0,0,0,1,0,3,19,0,1,1,2,4,2,2,1,5,1,1,2,3,0,7,2,4,5,3,4,3,2,2,3,6,3,0,0,5,22,1,69,42,27,8,8,1,1,0,1,0,0,1,1,1,1,0,0,1,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,
Kab. Tulungagung,Kec. Gondang,SLB PGRI GONDANG TULUNGAGUNG,12,C077CC13-BBFD-E111-92C7-8FBD3BF7ABEF,20515478,SLB,Swasta,B,4,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1,1,1,1,5,0,1,3,5,1,1,2,2,2,2,2,3,2,2,4,2,2,0,0,12,3,1,47,26,21,3,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,
Kab. Tulungagung,Kec. Kauman,SLB KORPRI KAUMAN,12,A01668BB-8C18-E111-9F13-B542A5306047,20549047,SLB,Swasta,B,5,1,0,0,0,1,0,2,0,0,4,2,0,1,3,0,5,3,2,3,3,1,2,2,0,1,1,3,2,3,1,2,2,2,0,1,0,0,0,18,4,2,43,22,21,9,9,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Tulungagung,Kec. Kedungwaru,SLB - PGRI KEDUNGWARU,21,C09F32B6-8C18-E111-91B9-35E9A5354D7F,20515477,SLB,Swasta,B,10,0,0,0,0,0,0,0,0,4,6,1,1,13,4,6,9,10,6,8,4,8,5,6,1,1,1,10,7,5,3,3,4,7,7,2,1,0,0,5,10,2,131,79,52,10,10,1,1,0,0,0,0,1,1,1,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Tulungagung,Kec. Ngunut,SLB PGRI AMONG PUTRA,12,208A08B6-8C18-E111-99B9-39A2E99A1FB9,20515453,SLB,Swasta,B,2,0,0,0,0,1,0,0,0,0,3,0,2,1,0,4,2,4,4,4,7,5,2,4,2,4,4,7,6,8,4,3,3,1,4,3,2,0,0,3,3,2,88,48,40,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Tulungagung,Kec. Pakel,SLB ATTANHID,10,C0108AD0-40BA-42D8-882D-CECB19878107,69970183,SLB,Swasta,C,6,0,0,0,0,0,0,0,0,4,1,1,0,1,0,5,0,2,1,0,0,0,2,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,1,21,16,5,3,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Tulungagung,Kec. Rejotangan,SLB PUTRA MANDIRI,18,,20549051,SLB,Swasta,,5,0,1,1,0,1,1,0,0,3,2,0,1,2,1,3,3,3,0,5,3,1,1,7,4,4,3,6,1,4,2,0,2,1,3,2,0,0,0,4,5,1,61,38,23,2,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kab. Tulungagung,Kec. Tulungagung,SLB C Negeri Tulungagung,16,20F499AE-8C18-E111-A731-118D556502CD,20515474,SLB,Negeri,A,9,0,0,0,0,0,0,1,0,3,7,2,1,4,1,3,3,3,1,5,4,4,3,2,2,4,3,8,3,6,2,3,7,3,2,2,2,0,0,9,10,3,80,47,33,10,11,1,1,1,1,2,2,1,1,1,1,1,1,1,1,4,4,1,1,0,0,0,0,1,1,1,1,0,0,2,3,,,,,,,,,,,,,,,,,
Kab. Tulungagung,Kec. Tulungagung,SLB-B NEGERI TULUNGAGUNG,25,B02DB4B8-8C18-E111-8A4C-830B5FB1FFE8,20515474,SLB,Negeri,A,15,0,1,0,0,0,1,1,0,6,12,0,3,8,1,10,2,3,2,1,2,3,3,4,1,1,8,3,3,3,2,4,4,1,3,5,2,0,0,5,18,3,84,49,35,6,8,1,1,0,0,0,0,1,1,1,1,1,1,1,1,3,3,0,0,0,0,1,1,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Batu,Kec. Batu,SLB EKA MANDIRI BATU,14,80284A7E-8D18-E111-8A1D-8F6BE3A3A4EE,20539425,SLB,Swasta,B,10,0,0,0,0,0,0,0,0,2,8,2,0,2,1,4,2,5,6,4,2,4,2,2,3,2,0,4,1,6,2,2,3,1,2,7,3,0,0,8,10,2,70,43,27,4,4,1,1,1,1,0,0,1,1,0,0,0,0,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,
Kota Batu,Kec. Bumiaji,SLB NEGERI,12,,69919890,SLB,Negeri,,10,2,3,5,0,1,1,3,1,3,8,4,1,5,3,6,4,2,1,9,7,3,4,1,3,6,2,11,6,6,5,15,8,3,2,4,5,0,0,12,11,5,121,71,50,11,11,1,1,0,0,0,0,1,1,1,1,1,1,0,1,7,7,0,0,0,0,0,0,1,1,0,0,0,0,7,7,,,,,,,,,,,,,,,,,
Kota Blitar,Kec. Kepanjenkidul,SLB NEGERI 1 KOTA BLITAR,24,40E2507C-8D18-E111-9FFE-5DAD1AD3898D,20535108,SLB,Negeri,A,22,0,0,0,0,0,1,3,0,9,17,1,4,9,3,6,4,7,3,7,4,6,4,9,2,8,6,4,2,7,8,5,5,12,5,11,7,0,0,11,26,5,144,91,53,16,16,1,1,1,1,0,0,1,1,1,1,1,1,1,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,
Kota Blitar,Kec. Kepanjenkidul,SLB NEGERI 3 KOTA BLITAR,24,200D657D-8D18-E111-9354-C1C024075352,20535108,SLB,Negeri,A,8,0,0,0,0,0,0,0,0,2,6,1,2,5,2,1,1,3,0,1,1,1,0,1,2,2,0,0,1,0,1,3,2,1,0,0,1,0,0,8,8,3,35,22,13,8,8,1,1,0,1,0,0,1,1,1,1,0,0,1,1,6,6,1,1,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Blitar,Kec. Sananwetan,SLB NEGERI 4 KOTA BLITAR,23,91C5C426-0FD3-46E7-AE2B-A3A7F0EE5DE9,20569040,SLB,Negeri,B,10,0,0,1,0,0,0,0,1,2,9,1,2,5,1,2,2,4,3,6,2,4,0,0,0,0,2,6,0,0,0,1,0,0,0,0,0,0,0,12,11,3,45,32,13,8,8,1,1,0,0,0,0,1,1,1,1,1,1,1,1,3,3,1,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Blitar,Kec. Sananwetan,SLB-B YPLB,12,903B6FB1-ACA8-E111-A358-1DE57A694D6E,20569040,SLB,Negeri,B,5,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,1,1,3,0,0,1,0,3,0,2,1,1,1,1,1,1,0,0,1,0,1,0,0,5,5,0,22,11,11,3,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Blitar,Kec. Sananwetan,SLB-C YPLB,18,C0AB753E-AFA8-E111-BA76-2714B3DD5A46,20569040,SLB,Negeri,B,9,1,0,0,0,0,0,0,0,0,8,0,0,1,2,3,2,2,1,1,0,2,1,1,0,3,3,8,1,8,3,1,0,6,4,4,5,0,0,4,8,0,68,44,24,3,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Blitar,Kec. Sukorejo,SLB NEGERI 2 KOTA BLITAR,30,A038527C-8D18-E111-BCB9-8357085D47F5,20548809,SLB,Negeri,A,15,0,0,0,0,0,1,1,0,9,8,1,4,1,2,8,2,5,6,12,10,9,5,2,5,10,3,7,6,6,1,6,3,1,2,7,4,0,0,6,17,5,123,74,49,15,15,1,1,1,1,0,0,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Kediri,Kec. Kota Kediri,SLB C PUTERA ASIH,22,C0A07526-8CF1-E111-B5FE-DF85F742A978,20540331,SLB,Swasta,B,4,0,0,1,0,0,0,2,0,4,9,0,1,3,2,4,0,5,3,8,4,3,2,1,0,3,4,5,4,8,1,6,2,2,3,2,3,0,0,12,13,1,78,50,28,20,20,1,1,1,1,0,0,1,1,1,1,1,1,1,1,5,5,2,2,1,1,0,0,1,1,1,1,0,0,10,10,,,,,,,,,,,,,,,,,
Kota Kediri,Kec. Kota Kediri,SLB-B PUTERA ASIH KEDIRI,12,A07E487E-8D18-E111-A4A3-BBB5AFF1A368,20540331,SLB,Swasta,A,10,1,0,0,0,0,0,1,0,3,8,0,1,0,1,2,0,3,4,5,2,3,3,3,5,5,0,7,2,4,3,5,1,1,4,2,5,0,0,6,11,1,70,40,30,15,15,1,1,1,1,3,3,1,1,1,1,1,1,1,1,4,4,1,1,1,1,0,0,1,1,1,1,1,1,8,8,,,,,,,,,,,,,,,,,
Kota Kediri,Kec. Mojoroto,SLB BHAKTI PEMUDA,12,B0EC5982-E5E5-E111-988B-07F844AF2E27,20559299,SLB,Swasta,B,4,0,0,0,0,0,0,0,0,0,4,1,0,3,1,2,2,3,1,4,1,0,4,1,2,4,2,6,2,2,1,2,0,0,1,2,2,0,0,5,4,1,48,29,19,4,4,0,0,0,0,0,0,1,1,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Kediri,Kec. Mojoroto,SLB YPABK ANANDA PUTRA MANDIRI,16,8B5ACF15-3405-4BD6-99E7-B5EE714B699D,20559299,SLB,Swasta,C,5,1,2,0,0,4,1,2,0,1,3,2,0,7,1,3,0,4,1,2,3,0,2,7,2,4,5,4,1,0,3,3,1,2,1,2,0,0,0,6,4,2,58,38,20,5,5,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,1,1,1,0,0,1,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Kediri,Kec. Pesantren,SLB NUR KHABIB,12,FA440295-6E4E-4205-BF76-9D424E2E01DD,69978384,SLB,Swasta,C,0,4,2,0,0,3,2,2,0,0,4,0,2,1,0,4,2,0,2,3,1,2,1,2,0,9,2,5,1,4,6,1,1,1,0,2,0,0,0,9,4,2,50,34,16,13,14,1,1,0,0,0,0,1,1,1,1,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Madiun,Kec. Kartoharjo,SLB B-C Dharma Wanita,11,80A24B9A-DFD6-E111-BC6C-8B03D600F6EE,20534108,SLB,Swasta,B,7,0,0,0,0,0,0,0,0,2,6,0,2,1,1,1,1,3,1,2,0,0,1,0,0,3,1,1,0,2,1,2,6,2,0,1,0,0,0,10,8,2,30,18,12,41,41,1,1,1,1,0,0,1,1,1,1,0,0,1,1,3,3,0,0,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Madiun,Kec. Kartoharjo,SLB BUDI ASIH,12,F05E4C86-FE5C-488A-87FD-ED9D1B161F18,20534108,SLB,Swasta,C,3,0,0,1,0,1,0,1,0,1,4,0,1,4,0,2,1,2,1,3,1,2,0,2,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4,5,1,23,17,6,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,
Kota Madiun,Kec. Manguharjo,SLB Bhakti Luhur,13,,20534107,SLB,Swasta,,7,0,0,0,0,0,1,0,0,4,3,1,1,2,0,1,0,1,0,3,0,0,3,1,0,5,1,6,0,2,0,1,1,2,0,2,2,0,0,16,7,2,35,27,8,9,9,1,1,1,1,0,0,1,1,1,1,0,0,1,1,6,6,2,2,0,0,0,0,1,1,0,0,0,0,6,6,,,,,,,,,,,,,,,,,
Kota Madiun,Kec. Manguharjo,SLB NUR HUSNINA,10,F676AB52-41B5-4744-A481-30C3ECF7D362,20534107,SLB,Swasta,C,5,0,0,0,0,0,0,0,0,1,3,1,2,4,1,2,0,1,1,2,0,0,0,0,2,0,0,4,0,1,1,4,5,2,5,1,0,0,0,3,4,3,36,21,15,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,,
Kota Madiun,Kec. Taman,SLB NEGERI MANISREJO KOTA MADIUN,17,D04E3F7C-8D18-E111-A48F-CD50C1EC4D0F,20534200,SLB,Negeri,A,16,0,0,0,0,0,1,0,0,2,15,1,2,3,1,7,4,7,3,4,3,3,1,4,0,9,3,8,1,6,0,9,5,9,3,1,3,0,0,19,17,3,100,73,27,8,8,1,1,0,0,0,0,1,1,1,1,0,0,1,1,5,5,1,1,1,1,0,0,0,0,1,1,0,0,8,8,,,,,,,,,,,,,,,,,
